"","subID","condition","Hz","frontal","central","parietal","occipital","ln_Hz","ln_frontal","ln_central","ln_parietal","ln_occipital"
"12","oa02","oa02",1.994,16.68006,8.5831,25.15268,25.2381,0.690142671539647,2.81421399404643,2.14979515360611,3.22496445150475,3.22835475750197
"13","oa02","oa02",2.991,4.35576,3.90623333333333,4.44378,4.14756666666667,1.09560777964781,1.47149910713412,1.36257356782681,1.49150536560148,1.4225218168934
"14","oa02","oa02",3.988,2.84872,3.0147,3.07362,2.6109,1.38328985209959,1.04686977058769,1.10350032274089,1.12285602003857,0.959694989481441
"15","oa02","oa02",4.985,2.20984,2.6264,2.43234,2.07713333333333,1.6064334034138,0.792920114718741,0.965614087205246,0.888853756964022,0.73098873798682
"16","oa02","oa02",0.997,75.21372,44.0718666666667,94.17436,81.3875333333333,-0.00300450902029872,4.32033366112291,3.78582163481339,4.54514795769624,4.3992221081262
"17","oa02","oa02",1.994,8.54326,8.1647,10.1665,10.8554333333333,0.690142671539647,2.14514266798004,2.09981998355513,2.31909800136826,2.38466572269315
"18","oa02","oa02",2.991,3.19834,3.8377,3.52816,3.53236666666667,1.09560777964781,1.16263192520835,1.3448732288191,1.26077648859012,1.26196809011307
"19","oa02","oa02",3.988,1.95202,2.54926666666667,2.38272,2.48156666666667,1.38328985209959,0.668864733840051,0.935805736111442,0.86824269226216,0.908890081155641
"20","oa02","oa02",4.985,1.38352,1.67616666666667,1.65484,1.56646666666667,1.6064334034138,0.324630976229983,0.516509440234288,0.503704327418369,0.448822552324258
"21","oa03","oa03",0.997,42.70052,26.0404,23.0956,229.659133333333,-0.00300450902029872,3.75421109814638,3.25964917820549,3.13964212319438,5.43659618064648
"22","oa03","oa03",1.994,5.9821,4.97053333333333,5.08214,29.8288333333333,0.690142671539647,1.78877167688515,1.60352714488102,1.62573243272789,3.39547548724668
"23","oa03","oa03",2.991,2.13032,2.195,2.23676,8.1518,1.09560777964781,0.756272203179009,0.786182046527135,0.8050283902079,2.09823876176274
"24","oa03","oa03",3.988,1.36092,1.51363333333333,1.49106,4.5922,1.38328985209959,0.308160941633102,0.414512941624076,0.399487276421628,1.52435921207579
"25","oa03","oa03",4.985,1.24416,1.41253333333333,1.48606,3.72096666666667,1.6064334034138,0.218460603409828,0.34538478258007,0.39612832233105,1.31398349115899
"26","oa03","oa03",0.997,42.70052,26.0404,23.0956,229.659133333333,-0.00300450902029872,3.75421109814638,3.25964917820549,3.13964212319438,5.43659618064648
"27","oa03","oa03",1.994,5.9821,4.97053333333333,5.08214,29.8288333333333,0.690142671539647,1.78877167688515,1.60352714488102,1.62573243272789,3.39547548724668
"28","oa03","oa03",2.991,2.13032,2.195,2.23676,8.1518,1.09560777964781,0.756272203179009,0.786182046527135,0.8050283902079,2.09823876176274
"29","oa03","oa03",3.988,1.36092,1.51363333333333,1.49106,4.5922,1.38328985209959,0.308160941633102,0.414512941624076,0.399487276421628,1.52435921207579
